Ticket_ID,Order_ID,Customer_ID,Reported_Time,Issue_Type,Channel,Region,Customer_Segment,Priority,Agent_ID,Team,Backlog_At_Report,First_Response_Time,Resolution_Time,Response_Minutes,Resolution_Minutes,Handle_Minutes,Escalation_Flag,First_Contact_Resolution_Flag,Outcome,Repeat_Contact_Flag,Sentiment_Score,Customer_Effort_Score,CSAT_Score
TCK-97ZQJZPL,ORD-EVZ1FHWE57,C-WJU1MXV,2025-12-01 19:46:00,Missing item,Chat,CH,B2C,Low,AG-134,Service-L2,18,2025-12-01 20:42:00,2025-12-02 00:34:00,56,288,204,0,1,Resolved,1,0.14,4,3
TCK-3QF4U00W,ORD-6CLFWHBEGT,C-QQATJDC,2025-12-01 20:33:00,Damaged item,Phone,DE-West,B2C,Medium,AG-108,Service-L1,33,2025-12-01 21:04:00,2025-12-01 22:11:00,31,98,46,0,0,Unresolved,0,-0.095,4,3
TCK-WM0L373C,ORD-PTNGVEGP9N,C-8YX6U0Q,2025-12-01 21:35:00,Late status update,Web form,DE-South,B2C,Medium,AG-102,Service-L1,27,2025-12-01 22:16:00,2025-12-02 01:58:00,41,263,146,0,1,Resolved,1,-0.095,4,3
TCK-YV6NSQ4L,ORD-IN30G39M2Y,C-WIA5L34,2025-12-01 21:36:00,Product info,Email,AT,Enterprise,Medium,AG-138,Service-L2,28,2025-12-01 22:13:00,2025-12-02 00:09:00,37,153,44,0,1,Resolved,0,0.179,3,4
TCK-JE5P0J0X,ORD-DRZHXKN779,C-PU31Q5O,2025-12-02 04:50:00,Delivery instruction,Phone,DE-West,Enterprise,High,AG-153,Service-L1,19,2025-12-02 05:03:00,2025-12-02 07:15:00,13,145,72,1,1,Resolved,0,-0.983,4,2
TCK-WZ8KYO63,ORD-1VJ688M3Y4,C-2QO2XT5,2025-12-02 12:51:00,Damaged item,Web form,DE-North,B2C,High,AG-150,Service-L1,24,2025-12-02 13:01:00,2025-12-02 15:43:00,10,172,86,1,1,Resolved,0,-0.51,4,3
TCK-VCLH6VBG,ORD-MQUNMAUMAQ,C-9BFYJJS,2025-12-02 14:27:00,Address change,Chat,DE-East,Enterprise,Medium,AG-101,Service-L1,24,2025-12-02 14:41:00,2025-12-02 16:14:00,14,107,35,1,0,Resolved,0,-0.104,4,3
TCK-VEKV7VH8,ORD-2INB1H3Z1U,C-IBVAS1F,2025-12-02 21:58:00,Return request,Chat,DE-East,B2C,Low,AG-147,Returns,21,2025-12-02 22:20:00,2025-12-03 00:09:00,22,131,73,0,1,Resolved,0,0.491,3,4
TCK-VFHM9ZH4,ORD-7L2WT6YX7Q,C-DA0Q59J,2025-12-02 22:12:00,Return request,Chat,DE-West,Enterprise,Low,AG-152,Returns,23,2025-12-02 22:44:00,2025-12-03 02:35:00,32,263,172,0,1,Resolved,0,0.351,3,4
TCK-8CFVYV7H,ORD-BTMOO5KYUK,C-6JKGZYN,2025-12-03 08:53:00,Late status update,Chat,DE-North,B2C,Medium,AG-121,Service-L2,19,2025-12-03 09:11:00,2025-12-03 10:08:00,18,75,16,0,1,Resolved,0,-0.606,3,3
TCK-6W03FSS4,ORD-23V6YYIBEM,C-D4UWWYR,2025-12-03 11:46:00,Account access,Web form,DE-West,B2C,Low,AG-125,Billing,20,2025-12-03 12:11:00,2025-12-03 13:51:00,25,125,77,0,0,Resolved,0,-0.408,3,3
TCK-FLXZ38UB,ORD-XMVGOIY8NS,C-W1MJXLR,2025-12-03 13:40:00,Late status update,Chat,DE-West,B2C,High,AG-106,Service-L1,21,2025-12-03 13:47:00,2025-12-03 15:04:00,7,84,45,0,1,Resolved,0,-0.117,3,3
TCK-LGJOEL87,ORD-68Z8XOGX87,C-9PY9Z45,2025-12-03 17:29:00,Product info,Web form,DE-East,SMB,Low,AG-123,Service-L2,32,2025-12-03 17:47:00,2025-12-03 18:46:00,18,77,32,0,1,Resolved,0,-0.106,3,3
TCK-A5BG0PKR,ORD-7XM8ID022O,C-YHJ748T,2025-12-03 20:30:00,Address change,Phone,CH,SMB,Medium,AG-149,Returns,26,2025-12-03 20:46:00,2025-12-03 21:41:00,16,71,23,0,0,Resolved,0,-0.122,3,3
TCK-31HLCLS1,ORD-S49UBEYE6B,C-B9OTVEM,2025-12-03 20:46:00,Late status update,Phone,DE-West,B2C,Medium,AG-109,TechSupport,31,2025-12-03 21:03:00,2025-12-03 21:49:00,17,63,24,0,1,Resolved,0,0.023,3,4
TCK-ZNQLIKJG,ORD-5NU3YF874L,C-3XBNZT8,2025-12-03 21:04:00,Damaged item,Web form,DE-South,SMB,Low,AG-107,Service-L1,25,2025-12-03 21:27:00,2025-12-03 23:08:00,23,124,75,0,0,Resolved,0,-0.25,3,3
TCK-O28LW6Q6,ORD-0L5UDV3SRO,C-5XHNN8Z,2025-12-04 00:16:00,Missing item,Phone,DE-South,B2C,High,AG-145,Billing,17,2025-12-04 00:30:00,2025-12-04 01:26:00,14,70,34,0,0,Resolved,0,-0.023,3,3
TCK-QDQS2GK9,ORD-AVD1P7I5IB,C-DCN8MZB,2025-12-04 00:34:00,Wrong item,Web form,DE-South,B2C,Low,AG-126,Returns,19,2025-12-04 01:10:00,2025-12-04 04:12:00,36,218,46,1,0,Resolved,0,-0.063,4,3
TCK-60SXLQTP,ORD-Q4904KCIR1,C-062KBRL,2025-12-04 08:22:00,Address change,Phone,AT,B2C,High,AG-144,Service-L1,19,2025-12-04 08:29:00,2025-12-04 09:18:00,7,56,36,0,1,Resolved,0,-0.376,3,3
TCK-C0NXK7NJ,ORD-6IJR9EH2CO,C-2Z2E6M3,2025-12-04 09:05:00,Wrong item,Web form,DE-South,B2C,Medium,AG-122,Service-L1,28,2025-12-04 09:11:00,2025-12-04 10:40:00,6,95,63,0,0,Resolved,0,-0.13,3,3
TCK-KZ0HXXXA,ORD-PLVMEYK2LT,C-3E0C7A0,2025-12-04 10:21:00,Wrong item,Web form,DE-North,B2C,Medium,AG-125,Billing,19,2025-12-04 11:04:00,2025-12-04 13:12:00,43,171,47,0,1,Resolved,0,-0.053,3,3
TCK-KEOEV4FU,ORD-0F37NP4SO7,C-1MIMP92,2025-12-04 10:46:00,Return request,Email,AT,B2C,Low,AG-153,Service-L2,22,2025-12-04 11:11:00,2025-12-04 14:02:00,25,196,110,0,0,Partially resolved,1,0.79,4,3
TCK-XO5CUO78,ORD-WIJJPIH1XK,C-9HUF55J,2025-12-04 10:59:00,Billing dispute,Email,CH,B2C,High,AG-118,Service-L1,17,2025-12-04 11:31:00,2025-12-04 13:14:00,32,135,86,0,0,Partially resolved,0,-0.091,3,3
TCK-O8VSWXVK,ORD-HV75RKVBR2,C-8DHRV8D,2025-12-04 15:56:00,Missing item,Email,DE-East,SMB,Low,AG-150,Returns,24,2025-12-04 16:39:00,2025-12-04 18:58:00,43,182,68,0,0,Resolved,0,-0.122,3,3
TCK-EUKH97Q3,ORD-YKEUG1VH18,C-R8QAQM7,2025-12-04 18:54:00,Return request,Phone,DE-South,B2C,Low,AG-118,Service-L1,23,2025-12-04 19:18:00,2025-12-04 20:41:00,24,107,42,0,1,Resolved,1,0.135,4,3
TCK-LQI0G2KC,ORD-UDT2VQBSDX,C-EUMNXFG,2025-12-04 19:37:00,Billing dispute,Web form,DE-West,B2C,Low,AG-123,Service-L1,23,2025-12-04 20:03:00,2025-12-04 21:36:00,26,119,71,0,1,Resolved,0,-0.672,3,3
TCK-ILM9CPE9,ORD-RZS1MO0Z5L,C-40UOUCD,2025-12-04 19:59:00,Late status update,Web form,DE-South,SMB,High,AG-129,Service-L1,25,2025-12-04 20:11:00,2025-12-04 21:44:00,12,105,40,0,1,Resolved,0,-0.133,3,3
TCK-BHF7LM9Y,ORD-PDNK8P9JB6,C-C2VK4P9,2025-12-04 20:52:00,Address change,Phone,DE-East,B2C,Low,AG-116,Service-L1,20,2025-12-04 21:19:00,2025-12-04 22:56:00,27,124,47,0,1,Resolved,0,0.646,3,4
TCK-CGBAETQ6,ORD-RDFZ90IMPP,C-KFA599N,2025-12-05 00:02:00,Return request,Email,DE-West,B2C,Low,AG-102,Service-L1,21,2025-12-05 00:25:00,2025-12-05 03:19:00,23,197,73,1,1,Resolved,0,-0.762,4,3
TCK-S32VWGB4,ORD-AJOZZ57JIE,C-LD8URC6,2025-12-05 09:00:00,Address change,Web form,DE-South,SMB,Medium,AG-147,Service-L1,18,2025-12-05 09:22:00,2025-12-05 11:06:00,22,126,69,0,0,Unresolved,1,0.003,4,3
TCK-Y8GDOSFH,ORD-5NFGUGRTPS,C-4A7HB1U,2025-12-05 13:31:00,Delivery instruction,Chat,DE-West,B2C,Medium,AG-113,Service-L2,18,2025-12-05 13:43:00,2025-12-05 15:13:00,12,102,28,0,0,Resolved,1,-0.429,4,3
TCK-SDW2NPWU,ORD-94YMBYIZX4,C-CRMMJ3Q,2025-12-05 19:40:00,Return request,Email,AT,B2C,Medium,AG-137,Billing,21,2025-12-05 20:36:00,2025-12-05 23:56:00,56,256,117,1,0,Resolved,1,0.148,5,3
TCK-KI4G1HM9,ORD-EUJ1CYJ8LY,C-B7W60C0,2025-12-05 23:31:00,Late status update,Email,DE-North,B2C,Low,AG-153,Service-L2,20,2025-12-06 00:45:00,2025-12-06 03:48:00,74,257,72,0,1,Resolved,0,0.164,4,3
TCK-GU17AJR7,ORD-F4OT7CLFEK,C-ZUE2SF3,2025-12-06 00:34:00,Account access,Web form,AT,B2C,Low,AG-134,Service-L1,28,2025-12-06 01:33:00,2025-12-06 04:29:00,59,235,109,1,1,Resolved,0,-0.296,4,3
TCK-VILITKTK,ORD-EZJ8OJZ6N0,C-L9KBATW,2025-12-06 04:24:00,Address change,Chat,DE-South,B2C,Low,AG-123,Service-L1,17,2025-12-06 04:33:00,2025-12-06 06:45:00,9,141,108,0,1,Resolved,0,0.429,3,4
TCK-71NMPVBT,ORD-7C6U90Z1PE,C-45ZHRSN,2025-12-06 06:06:00,Late status update,Email,DE-East,B2C,Medium,AG-140,Billing,21,2025-12-06 07:17:00,2025-12-06 09:14:00,71,188,46,0,1,Resolved,0,0.316,3,4
TCK-YQIF3GGT,ORD-BOH4TRQA48,C-AU24865,2025-12-06 06:44:00,Late status update,Email,DE-South,SMB,Low,AG-125,Service-L2,16,2025-12-06 07:09:00,2025-12-06 08:13:00,25,89,31,0,0,Resolved,0,-0.095,3,3
TCK-62QDDF1Q,ORD-962R3EDUSH,C-JA6Z89P,2025-12-06 07:10:00,Missing item,Web form,DE-North,B2C,Medium,AG-109,Service-L1,18,2025-12-06 07:23:00,2025-12-06 09:39:00,13,149,66,0,1,Resolved,0,-0.157,3,3
TCK-M4NDJ4SM,ORD-59PFLE5ZLX,C-49GQXPT,2025-12-06 09:12:00,Delivery instruction,Web form,DE-West,SMB,Medium,AG-110,Service-L1,28,2025-12-06 09:30:00,2025-12-06 12:57:00,18,225,73,0,1,Resolved,0,0.025,3,4
TCK-8CWWBVY7,ORD-L9SR6BZWM5,C-NRS1HPP,2025-12-06 12:17:00,Return request,Email,DE-South,SMB,Medium,AG-154,Service-L2,16,2025-12-06 12:41:00,2025-12-06 15:19:00,24,182,75,0,1,Resolved,0,-0.668,3,3
TCK-I7SNKOZ3,ORD-R0HQMLM10H,C-I2XYWYJ,2025-12-06 12:31:00,Damaged item,Email,DE-South,B2C,Low,AG-133,Service-L1,19,2025-12-06 13:23:00,2025-12-06 14:41:00,52,130,57,0,0,Resolved,0,0.125,3,4
TCK-30NG15CP,ORD-TYH3V28YYK,C-JN3VK6S,2025-12-06 14:51:00,Wrong item,Email,DE-South,B2C,High,AG-129,Returns,28,2025-12-06 15:04:00,2025-12-06 19:31:00,13,280,68,0,0,Resolved,1,0.036,4,3
TCK-XRWL61TN,ORD-4PPUCRC72E,C-HXTOOIO,2025-12-06 23:10:00,Damaged item,WhatsApp,DE-South,B2C,Medium,AG-122,Returns,19,2025-12-06 23:51:00,2025-12-07 01:26:00,41,136,88,0,0,Partially resolved,1,-0.118,4,3
TCK-9FBCO650,ORD-97LG70BXNN,C-LGAKM8E,2025-12-07 06:20:00,Damaged item,Chat,DE-South,Enterprise,High,AG-132,Service-L2,31,2025-12-07 06:27:00,2025-12-07 10:58:00,7,278,219,0,0,Unresolved,1,-0.331,5,2
TCK-FBU0EBYC,ORD-7YFOCDM561,C-WVSXRO4,2025-12-07 06:45:00,Return request,Web form,DE-East,SMB,High,AG-139,Returns,25,2025-12-07 07:09:00,2025-12-07 10:13:00,24,208,155,0,1,Resolved,0,-0.822,3,3
TCK-VIJCIHFO,ORD-QVTYWQ4FJA,C-65O4U76,2025-12-07 09:31:00,Damaged item,Web form,DE-South,SMB,Low,AG-133,Service-L1,26,2025-12-07 10:00:00,2025-12-07 12:10:00,29,159,87,0,1,Resolved,0,0.08,3,4
TCK-5BTN1LH2,ORD-T1RB1HQAJX,C-1WP0YHT,2025-12-07 16:44:00,Billing dispute,Chat,DE-West,B2C,Medium,AG-132,Service-L2,27,2025-12-07 16:56:00,2025-12-07 20:40:00,12,236,107,0,0,Resolved,0,-0.252,3,3
TCK-MRVJQA7U,ORD-9CW0LDFF1D,C-3PTVTXV,2025-12-07 18:05:00,Billing dispute,WhatsApp,DE-West,B2C,Medium,AG-124,Service-L2,25,2025-12-07 18:26:00,2025-12-07 19:26:00,21,81,37,0,1,Resolved,0,0.087,3,4
TCK-R8YJ1GDK,ORD-OYQ0D7M3B3,C-I42YJAG,2025-12-07 23:29:00,Return request,Email,DE-South,B2C,High,AG-114,Service-L2,31,2025-12-08 00:13:00,2025-12-08 01:52:00,44,143,73,0,1,Resolved,0,0.632,3,4
TCK-U3J9ZQH5,ORD-U950ZG3ZDC,C-DH11ZN7,2025-12-08 09:29:00,Damaged item,Email,DE-South,B2C,Medium,AG-106,Service-L2,19,2025-12-08 09:40:00,2025-12-08 10:43:00,11,74,31,0,1,Resolved,0,-0.503,3,3
TCK-8TOSF0YD,ORD-NEZA5C4GTZ,C-75FZPGQ,2025-12-08 11:07:00,Account access,WhatsApp,DE-South,B2C,Low,AG-116,Service-L1,27,2025-12-08 12:08:00,2025-12-08 13:47:00,61,160,63,0,1,Resolved,0,0.42,3,4
TCK-62ZA40Q0,ORD-QIDIBM0Z4Z,C-JTP2SJX,2025-12-08 17:53:00,Wrong item,Phone,DE-North,B2C,Low,AG-113,Service-L1,24,2025-12-08 18:12:00,2025-12-08 20:15:00,19,142,55,0,0,Resolved,0,0.123,3,4
TCK-4IJZ2QNI,ORD-254EV9ZQFC,C-0C3XR67,2025-12-08 18:10:00,Address change,Web form,DE-South,B2C,Low,AG-119,Service-L2,25,2025-12-08 18:50:00,2025-12-08 19:40:00,40,90,20,0,1,Resolved,0,0.072,3,4
TCK-XWWC6Z6W,ORD-X50WBAZ4NH,C-P41EHH0,2025-12-08 19:43:00,Delivery instruction,Phone,AT,B2C,Critical,AG-103,TechSupport,24,2025-12-08 19:54:00,2025-12-08 22:19:00,11,156,120,0,1,Resolved,0,0.014,3,4
TCK-JP6PS7O4,ORD-CZEJD562RE,C-S6ZA98V,2025-12-08 20:12:00,Return request,Chat,DE-South,B2C,Low,AG-133,Billing,32,2025-12-08 20:33:00,2025-12-08 22:12:00,21,120,73,0,1,Resolved,0,0.062,3,4
TCK-FKYENW19,ORD-4GUVTVNIY5,C-YX8JU3X,2025-12-08 20:25:00,Billing dispute,Chat,DE-South,B2C,Medium,AG-150,TechSupport,30,2025-12-08 20:35:00,2025-12-08 23:27:00,10,182,65,1,1,Resolved,0,-0.43,4,3
TCK-0661GNAH,ORD-MGREXOIYLA,C-415KJZF,2025-12-09 01:14:00,Return request,Chat,DE-West,B2C,Low,AG-142,Returns,20,2025-12-09 01:44:00,2025-12-09 04:04:00,30,170,103,0,1,Resolved,0,0.244,3,4
TCK-JO2J14F0,ORD-KJM2WNY3H5,C-SW4HQZA,2025-12-09 01:41:00,Missing item,Email,DE-East,B2C,Low,AG-102,Service-L2,36,2025-12-09 02:02:00,2025-12-09 04:22:00,21,161,95,0,1,Resolved,0,-0.078,3,3
TCK-VJ56R8HY,ORD-9IZ35JNES5,C-K5JQX37,2025-12-09 02:09:00,Late status update,Chat,AT,B2C,Medium,AG-131,Service-L1,32,2025-12-09 03:07:00,2025-12-09 04:40:00,58,151,23,0,0,Resolved,0,0.154,3,4
TCK-NGOSOESK,ORD-8NPI8LX3O1,C-KDBQ5HP,2025-12-09 03:42:00,Late status update,Email,DE-South,SMB,Medium,AG-154,Service-L1,21,2025-12-09 04:10:00,2025-12-09 05:21:00,28,99,39,0,0,Partially resolved,1,-0.705,4,2
TCK-UEGUDWIJ,ORD-PT0B0HKXYW,C-6HLXJFI,2025-12-09 09:58:00,Billing dispute,WhatsApp,DE-North,B2C,Medium,AG-103,TechSupport,23,2025-12-09 10:38:00,2025-12-09 13:01:00,40,183,59,0,0,Resolved,0,-0.26,3,3
TCK-61YT6VYL,ORD-DUI8H6MGUL,C-9WDLERS,2025-12-09 13:14:00,Return request,Chat,DE-East,B2C,High,AG-149,Service-L2,20,2025-12-09 13:32:00,2025-12-09 16:41:00,18,207,87,1,0,Resolved,0,-0.34,4,3
TCK-LUMO59NH,ORD-0HA6P3O5QF,C-ATX6DWN,2025-12-09 17:27:00,Address change,Email,DE-South,SMB,Low,AG-143,Billing,10,2025-12-09 17:53:00,2025-12-09 19:28:00,26,121,46,1,0,Resolved,0,-0.196,4,3
TCK-AFICDHSE,ORD-3PJI4B0D8O,C-V5DCYVZ,2025-12-09 19:31:00,Delivery instruction,Chat,DE-West,B2C,Low,AG-117,Service-L2,25,2025-12-09 19:52:00,2025-12-09 22:04:00,21,153,103,0,1,Resolved,0,0.729,3,4
TCK-YD285XE5,ORD-R07HA76DQ4,C-WS9BNF8,2025-12-09 21:01:00,Return request,Email,DE-East,SMB,High,AG-122,Billing,22,2025-12-09 21:13:00,2025-12-09 23:29:00,12,148,68,1,1,Resolved,1,0.506,5,3
TCK-EREPGYF0,ORD-SEMR7MH850,C-JGJCBSO,2025-12-09 22:43:00,Product info,Chat,DE-West,SMB,Low,AG-150,TechSupport,19,2025-12-09 23:05:00,2025-12-10 00:56:00,22,133,50,0,1,Resolved,0,0.654,3,4
TCK-HJUZ9087,ORD-0ZCHA5ZWJM,C-FW9LBGM,2025-12-09 22:46:00,Address change,Chat,DE-South,SMB,Medium,AG-118,Service-L1,23,2025-12-09 23:03:00,2025-12-10 00:48:00,17,122,47,0,1,Resolved,0,0.502,3,4
TCK-PQ8JSRFF,ORD-S2PC7E5BXF,C-JP1PPOS,2025-12-10 01:14:00,Damaged item,Email,AT,B2C,Low,AG-137,Service-L1,19,2025-12-10 01:36:00,2025-12-10 02:48:00,22,94,50,0,1,Resolved,0,0.362,3,4
TCK-M3J7KHZR,ORD-DWC2Z2WMOO,C-6D5AHJ6,2025-12-10 03:33:00,Late status update,Email,DE-East,B2C,High,AG-153,Service-L1,22,2025-12-10 03:50:00,2025-12-10 05:04:00,17,91,33,0,0,Resolved,0,0.336,3,4
TCK-BUWO2TYD,ORD-LAF4EVNY53,C-88O91KL,2025-12-10 05:00:00,Delivery instruction,Phone,DE-North,B2C,Low,AG-149,Service-L2,28,2025-12-10 05:41:00,2025-12-10 06:40:00,41,100,44,0,1,Resolved,0,0.0,3,4
TCK-NZRPUEQK,ORD-GSZSRYP9HA,C-UZNOMI2,2025-12-10 06:58:00,Late status update,Web form,DE-East,B2C,High,AG-108,Service-L1,23,2025-12-10 07:11:00,2025-12-10 08:17:00,13,79,42,0,1,Resolved,1,0.02,4,3
TCK-HN6WKWSA,ORD-PZ38ASNQ3P,C-T15VSDN,2025-12-10 08:40:00,Wrong item,Email,DE-North,Enterprise,Low,AG-143,Service-L2,19,2025-12-10 09:23:00,2025-12-10 10:25:00,43,105,38,0,0,Partially resolved,0,-0.701,3,3
TCK-70YXB5TQ,ORD-M225HMIDLA,C-2ICC0HQ,2025-12-10 19:55:00,Delivery instruction,Phone,DE-West,B2C,High,AG-132,Returns,21,2025-12-10 20:07:00,2025-12-10 21:39:00,12,104,33,0,1,Resolved,0,0.3,3,4
TCK-61P4KOU8,ORD-I4X7KX55Z4,C-WTGS98B,2025-12-10 19:56:00,Delivery instruction,Email,DE-East,B2C,Low,AG-148,Returns,17,2025-12-10 21:10:00,2025-12-10 22:34:00,74,158,43,0,1,Resolved,0,0.471,3,4
TCK-9X0M9RYO,ORD-SGNO0FHXR5,C-AP31MSO,2025-12-10 23:45:00,Return request,Phone,DE-West,SMB,Low,AG-154,Service-L1,21,2025-12-10 23:57:00,2025-12-11 01:42:00,12,117,82,0,1,Resolved,0,0.207,3,4
TCK-QF3FTJXE,ORD-R4AGC4YI6G,C-R0VCBG8,2025-12-11 04:34:00,Delivery instruction,Chat,AT,B2C,Low,AG-139,Billing,19,2025-12-11 04:46:00,2025-12-11 06:14:00,12,100,60,0,1,Resolved,0,-0.343,3,3
TCK-97L7DI5D,ORD-5I1ESUU5BZ,C-4SI2PJ1,2025-12-11 08:51:00,Product info,Web form,DE-South,B2C,Medium,AG-147,Returns,15,2025-12-11 09:06:00,2025-12-11 10:12:00,15,81,30,0,1,Resolved,0,-0.506,3,3
TCK-X84RACU4,ORD-LE1TQETUZ6,C-C3LOM3P,2025-12-11 10:05:00,Late status update,Web form,DE-West,B2C,Medium,AG-121,Service-L1,22,2025-12-11 10:26:00,2025-12-11 11:50:00,21,105,60,0,1,Resolved,0,0.404,3,4
TCK-BU7Z45XC,ORD-LUOHC5YKQ5,C-FWI628N,2025-12-11 10:44:00,Account access,Web form,AT,B2C,Medium,AG-143,Service-L2,24,2025-12-11 11:24:00,2025-12-11 13:01:00,40,137,40,0,1,Resolved,0,0.251,3,4
TCK-QE0F017S,ORD-023V60NN47,C-N72ZMJK,2025-12-11 12:32:00,Damaged item,WhatsApp,CH,B2C,High,AG-154,Service-L2,26,2025-12-11 12:56:00,2025-12-11 14:20:00,24,108,53,0,0,Unresolved,1,0.064,4,3
TCK-5JG3NFNV,ORD-ASQSEZ35LZ,C-N1C58RS,2025-12-11 12:50:00,Damaged item,Web form,DE-South,SMB,Critical,AG-151,Service-L2,25,2025-12-11 12:57:00,2025-12-11 13:54:00,7,64,38,0,1,Resolved,1,-0.821,4,2
TCK-K51JOOZK,ORD-MSIP0SCMUI,C-NUNG5C6,2025-12-11 23:00:00,Delivery instruction,Phone,DE-North,B2C,Low,AG-124,Service-L2,26,2025-12-11 23:20:00,2025-12-12 01:19:00,20,139,76,0,1,Resolved,0,-0.114,3,3
TCK-V0HLMDM0,ORD-UG0E1FDJSJ,C-57K0ZUJ,2025-12-12 03:25:00,Damaged item,Email,CH,Enterprise,Medium,AG-122,Billing,27,2025-12-12 04:00:00,2025-12-12 06:03:00,35,158,71,0,1,Resolved,0,-0.256,3,3
TCK-71UAKPDQ,ORD-QHS853KIR7,C-HC4AS9U,2025-12-12 04:58:00,Delivery instruction,Email,DE-North,SMB,Medium,AG-120,Returns,28,2025-12-12 05:43:00,2025-12-12 06:39:00,45,101,29,0,1,Resolved,0,0.546,3,4
TCK-FIESUQQF,ORD-ZTL4779CNQ,C-J06ES85,2025-12-12 06:08:00,Return request,Phone,DE-South,B2C,Low,AG-103,Service-L2,21,2025-12-12 07:02:00,2025-12-12 08:01:00,54,113,34,0,1,Resolved,1,0.183,4,3
TCK-R71T9SSY,ORD-OMVM8YSDNO,C-UU58RPW,2025-12-12 08:10:00,Missing item,Phone,DE-North,SMB,High,AG-146,Service-L2,23,2025-12-12 08:26:00,2025-12-12 10:04:00,16,114,82,0,0,Partially resolved,0,-0.272,3,3
TCK-YJINSYC0,ORD-WQY2ARYZXG,C-82IP8HO,2025-12-12 19:20:00,Product info,Email,DE-North,B2C,Low,AG-117,TechSupport,14,2025-12-12 19:47:00,2025-12-12 21:27:00,27,127,34,0,1,Resolved,0,-0.183,3,3
TCK-F3WAA8XJ,ORD-DFI1MF62G6,C-V2Y624H,2025-12-13 06:37:00,Missing item,Email,DE-South,B2C,Medium,AG-149,Service-L1,34,2025-12-13 06:56:00,2025-12-13 08:38:00,19,121,71,0,1,Resolved,0,0.135,3,4
TCK-0D9HNOU6,ORD-8WNDCSUQ9O,C-MPG7VTP,2025-12-13 07:27:00,Product info,Chat,DE-North,B2C,Medium,AG-105,TechSupport,30,2025-12-13 07:57:00,2025-12-13 09:17:00,30,110,28,0,1,Resolved,0,-0.129,3,3
TCK-V92MD7C7,ORD-7X8V0VIC0Q,C-EUJJ5W0,2025-12-13 09:08:00,Address change,Chat,CH,B2C,Low,AG-120,Service-L1,31,2025-12-13 09:22:00,2025-12-13 10:28:00,14,80,42,0,1,Resolved,0,0.446,3,4
TCK-XD15NNSJ,ORD-HEYS88584A,C-E95WWPP,2025-12-13 10:59:00,Product info,Email,DE-North,B2C,High,AG-114,Service-L1,19,2025-12-13 11:22:00,2025-12-13 11:44:00,23,45,10,0,0,Resolved,1,-0.623,4,2
TCK-WHZCB578,ORD-90UTT78PHT,C-P37WCTE,2025-12-13 11:48:00,Wrong item,Web form,DE-East,B2C,Low,AG-131,Returns,20,2025-12-13 12:38:00,2025-12-13 14:28:00,50,160,91,0,0,Partially resolved,0,0.871,3,4
TCK-GYR3K73R,ORD-FREYZU9BZ2,C-ELBU0MZ,2025-12-13 20:43:00,Delivery instruction,Phone,AT,B2C,Low,AG-143,Service-L2,20,2025-12-13 21:05:00,2025-12-13 22:13:00,22,90,52,0,1,Resolved,1,-0.523,4,3
TCK-OTQS4EZK,ORD-DQEQGQE9HP,C-VYE4NCP,2025-12-13 21:22:00,Missing item,Email,DE-West,B2C,Medium,AG-111,Service-L2,22,2025-12-13 21:47:00,2025-12-13 23:41:00,25,139,88,0,1,Resolved,0,-0.298,3,3
TCK-8RXKM5BG,ORD-YQDXNUOTUO,C-EG6TE5J,2025-12-14 03:41:00,Account access,Email,DE-East,B2C,Medium,AG-143,TechSupport,19,2025-12-14 04:06:00,2025-12-14 06:26:00,25,165,109,0,1,Resolved,1,0.699,4,4
TCK-MBEUGLW6,ORD-SJVJ2FJP6F,C-GEHLO1O,2025-12-14 04:56:00,Late status update,Email,DE-South,SMB,High,AG-146,Service-L1,23,2025-12-14 05:20:00,2025-12-14 06:11:00,24,75,34,0,1,Resolved,1,0.511,4,3
TCK-WC52SVR1,ORD-TJSHAS5ZHS,C-VUQSY5S,2025-12-14 05:23:00,Product info,Chat,DE-North,B2C,Medium,AG-130,TechSupport,26,2025-12-14 05:48:00,2025-12-14 07:30:00,25,127,40,0,1,Resolved,0,-0.289,3,3
TCK-CRFABNQA,ORD-E6T9T8YNBF,C-2XKFX7I,2025-12-14 08:58:00,Account access,Chat,CH,B2C,Medium,AG-118,Service-L1,18,2025-12-14 09:29:00,2025-12-14 11:18:00,31,140,89,0,0,Resolved,0,0.065,3,4
TCK-RGIPECNQ,ORD-7TCI0U584D,C-7SIG5HC,2025-12-14 10:05:00,Wrong item,Web form,DE-East,B2C,Medium,AG-152,Service-L2,13,2025-12-14 10:40:00,2025-12-14 13:14:00,35,189,136,0,1,Resolved,0,0.567,3,4
TCK-71R89HJG,ORD-WVS1TLY8BR,C-F0P4Y8U,2025-12-14 15:03:00,Account access,Chat,DE-South,B2C,High,AG-127,Service-L1,33,2025-12-14 15:21:00,2025-12-14 17:35:00,18,152,99,0,1,Resolved,1,-0.161,4,3
TCK-HAOEIA4I,ORD-SUBT2IW0UM,C-SYP001P,2025-12-14 15:10:00,Product info,WhatsApp,DE-South,SMB,Medium,AG-106,Service-L1,22,2025-12-14 15:55:00,2025-12-14 17:24:00,45,134,54,0,0,Partially resolved,1,-0.191,4,3
